cadena,bandera,provincia,lat,lon,id_comercio,id_sucursal
Carrefour,Hipermercado Carrefour,,-24.784594,-65.412079,10,6009
Chango Más,SuperChangomas,AR-A,-24.804821,-65.420784,11,1011
Chango Más,SuperChangomas,AR-A,-24.726101,-65.403374,11,1075
Chango Más,SuperChangomas,AR-A,-23.144838,-64.326263,11,1052
Chango Más,SuperChangomas,AR-A,-22.513508,-63.792130,11,1078
Chango Más,SuperChangomas,AR-B,-38.697582,-62.243095,11,3602
Chango Más,SuperChangomas,AR-B,-36.880768,-60.304043,11,1054
Chango Más,SuperChangomas,AR-B,-35.023460,-58.423527,11,1084
Chango Más,SuperChangomas,AR-B,-34.890491,-57.996849,11,3601
Chango Más,SuperChangomas,AR-B,-34.816631,-58.389896,11,1028
Chango Más,SuperChangomas,AR-B,-34.809113,-58.343910,11,1110
Chango Más,SuperChangomas,AR-B,-34.763557,-58.618839,11,1059
Chango Más,SuperChangomas,AR-B,-34.756840,-58.377739,11,1076
Chango Más,SuperChangomas,AR-B,-34.741890,-58.564316,11,1043
Chango Más,SuperChangomas,AR-B,-34.733395,-58.293617,11,1018
Chango Más,SuperChangomas,AR-B,-34.718807,-58.351974,11,1050
Chango Más,SuperChangomas,AR-B,-34.701454,-58.534012,11,1017
Chango Más,SuperChangomas,AR-B,-34.689083,-58.626244,11,1116
Chango Más,SuperChangomas,AR-B,-34.685841,-58.555325,11,2998
Chango Más,SuperChangomas,AR-B,-34.678570,-58.334423,11,1016
Chango Más,SuperChangomas,AR-B,-34.677509,-58.366669,11,2999
Chango Más,SuperChangomas,AR-B,-34.651917,-58.792473,11,1036
Chango Más,SuperChangomas,AR-B,-34.607498,-58.635181,11,1045
Chango Más,SuperChangomas,AR-B,-34.606651,-58.555199,11,1096
Chango Más,SuperChangomas,AR-B,-34.597412,-60.975082,11,1061
Chango Más,SuperChangomas,AR-B,-34.588062,-58.745113,11,1029
Chango Más,SuperChangomas,AR-B,-34.587223,-58.662777,11,1044
Chango Más,SuperChangomas,AR-B,-34.575111,-58.611389,11,1035
Chango Más,SuperChangomas,AR-B,-34.574100,-58.530495,11,1037
Chango Más,SuperChangomas,AR-B,-34.548107,-59.112038,11,1014
Chango Más,SuperChangomas,AR-B,-34.535999,-58.797073,11,1119
Chango Más,SuperChangomas,AR-B,-34.530125,-58.749981,11,1030
Chango Más,SuperChangomas,AR-B,-34.499104,-58.710796,11,1032
Chango Más,SuperChangomas,AR-B,-34.484169,-58.595829,11,1004
Chango Más,SuperChangomas,AR-B,-34.473770,-58.662670,11,1013
Chango Más,SuperChangomas,AR-B,-34.448738,-58.885979,11,1087
Chango Más,SuperChangomas,AR-B,-33.894012,-60.564922,11,1046
Chango Más,SuperChangomas,AR-C,-34.661575,-58.484238,11,1027
Chango Más,SuperChangomas,AR-C,-34.572792,-58.507801,11,2997
Chango Más,SuperChangomas,AR-D,-33.680309,-65.452309,11,1055
Chango Más,SuperChangomas,AR-D,-33.296619,-66.303040,11,1003
Chango Más,SuperChangomas,AR-E,-31.741911,-60.493870,11,1039
Chango Más,SuperChangomas,AR-E,-31.721006,-60.547112,11,3604
Chango Más,SuperChangomas,AR-F,-29.427530,-66.862389,11,1007
Chango Más,SuperChangomas,AR-G,-27.828131,-64.270004,11,1080
Chango Más,SuperChangomas,AR-G,-27.809677,-64.249649,11,1012
Chango Más,SuperChangomas,AR-H,-27.446552,-59.021332,11,1058
Chango Más,SuperChangomas,AR-J,-31.575672,-68.543724,11,1081
Chango Más,SuperChangomas,AR-J,-31.541113,-68.573364,11,1006
Chango Más,SuperChangomas,AR-J,-31.511110,-68.546211,11,1092
Chango Más,SuperChangomas,AR-K,-28.467222,-65.755219,11,1026
Chango Más,SuperChangomas,AR-L,-36.634811,-64.315208,11,1100
Chango Más,SuperChangomas,AR-L,-36.603195,-64.270973,11,1023
Chango Más,SuperChangomas,AR-L,-35.662563,-63.783195,11,1077
Chango Más,SuperChangomas,AR-M,-33.079826,-68.482803,11,1067
Chango Más,SuperChangomas,AR-M,-32.978813,-68.797142,11,1015
Chango Más,SuperChangomas,AR-M,-32.951366,-68.858597,11,1068
Chango Más,SuperChangomas,AR-M,-32.914509,-68.825287,11,3613
Chango Más,SuperChangomas,AR-M,-32.850685,-68.858643,11,1005
Chango Más,SuperChangomas,AR-N,-27.425611,-55.933212,11,1099
Chango Más,SuperChangomas,AR-N,-27.367222,-55.927509,11,1051
Chango Más,SuperChangomas,AR-P,-26.195040,-58.203312,11,1024
Chango Más,SuperChangomas,AR-P,-26.151457,-58.161308,11,1086
Chango Más,SuperChangomas,AR-P,-25.287481,-57.723763,11,1114
Chango Más,SuperChangomas,AR-Q,-38.960602,-68.041000,11,3608
Chango Más,SuperChangomas,AR-Q,-38.950523,-68.097282,11,1021
Chango Más,SuperChangomas,AR-R,-41.160854,-71.319145,11,1022
Chango Más,SuperChangomas,AR-R,-40.824867,-62.984272,11,1053
Chango Más,SuperChangomas,AR-R,-39.036713,-67.588814,11,1115
Chango Más,SuperChangomas,AR-R,-38.931847,-67.984138,11,1038
Chango Más,SuperChangomas,AR-S,-31.642111,-60.656441,11,3603
Chango Más,SuperChangomas,AR-T,-27.350410,-65.589111,11,1088
Chango Más,SuperChangomas,AR-T,-26.866112,-65.221107,11,1082
Chango Más,SuperChangomas,AR-T,-26.837786,-65.169380,11,1033
Chango Más,SuperChangomas,AR-T,-26.804676,-65.260010,11,1020
Chango Más,SuperChangomas,AR-T,-26.794186,-65.224518,11,1106
Chango Más,SuperChangomas,AR-U,-45.883472,-67.525299,11,1057
Chango Más,SuperChangomas,AR-U,-45.827236,-67.467628,11,1093
Chango Más,SuperChangomas,AR-U,-43.249283,-65.290802,11,1042
Chango Más,SuperChangomas,AR-U,-42.784828,-65.033379,11,1108
Chango Más,SuperChangomas,AR-W,-29.154703,-59.272545,11,1074
Chango Más,SuperChangomas,AR-W,-27.500422,-58.812721,11,1085
Chango Más,SuperChangomas,AR-W,-27.470051,-58.805927,11,1008
Chango Más,SuperChangomas,AR-X,-33.131161,-64.382401,11,1002
Chango Más,SuperChangomas,AR-X,-32.423607,-63.243977,11,1056
Chango Más,SuperChangomas,AR-X,-31.466986,-64.162453,11,1010
Chango Más,SuperChangomas,AR-X,-31.432014,-64.243988,11,1060
Chango Más,SuperChangomas,AR-X,-31.395535,-64.259727,11,3605
Chango Más,SuperChangomas,AR-X,-31.391634,-64.158485,11,3606
Chango Más,SuperChangomas,AR-X,-31.324020,-64.269119,11,1097
Chango Más,SuperChangomas,AR-Y,-24.224911,-64.860413,11,1111
Chango Más,SuperChangomas,AR-Y,-24.210676,-65.288498,11,1031
Coto,COTO CICSA,AR-B,-38.079350,-57.583340,12,238
Coto,COTO CICSA,AR-B,-37.185486,-56.951626,12,178
Coto,COTO CICSA,AR-B,-36.721447,-56.676861,12,49
Coto,COTO CICSA,AR-B,-36.582165,-56.714638,12,204
Coto,COTO CICSA,AR-B,-34.913258,-57.960171,12,149
Coto,COTO CICSA,AR-B,-34.893322,-58.571980,12,171
Coto,COTO CICSA,AR-B,-34.844002,-58.507954,12,189
Coto,COTO CICSA,AR-B,-34.814705,-58.456993,12,105
Coto,COTO CICSA,AR-B,-34.781727,-58.406708,12,107
Coto,COTO CICSA,AR-B,-34.764145,-58.620056,12,13
Coto,COTO CICSA,AR-B,-34.749424,-58.400223,12,183
Coto,COTO CICSA,AR-B,-34.743717,-58.289188,12,104
Coto,COTO CICSA,AR-B,-34.726933,-58.395664,12,186
Coto,COTO CICSA,AR-B,-34.724716,-58.256138,12,235
Coto,COTO CICSA,AR-B,-34.720093,-58.262753,12,65
Coto,COTO CICSA,AR-B,-34.719143,-58.291328,12,130
Coto,COTO CICSA,AR-B,-34.703014,-58.499561,12,94
Coto,COTO CICSA,AR-B,-34.690411,-58.420574,12,75
Coto,COTO CICSA,AR-B,-34.683170,-58.342937,12,64
Coto,COTO CICSA,AR-B,-34.666821,-58.703197,12,208
Coto,COTO CICSA,AR-B,-34.665005,-58.362316,12,101
Coto,COTO CICSA,AR-B,-34.650211,-58.626419,12,215
Coto,COTO CICSA,AR-B,-34.640739,-58.794117,12,219
Coto,COTO CICSA,AR-B,-34.640350,-58.655781,12,199
Coto,COTO CICSA,AR-B,-34.640266,-58.561779,12,51
Coto,COTO CICSA,AR-B,-34.628723,-58.548893,12,129
Coto,COTO CICSA,AR-B,-34.600212,-58.544655,12,53
Coto,COTO CICSA,AR-B,-34.581055,-58.541824,12,111
Coto,COTO CICSA,AR-B,-34.579197,-58.536163,12,57
Coto,COTO CICSA,AR-B,-34.571548,-58.683327,12,123
Coto,COTO CICSA,AR-B,-34.555374,-58.558311,12,164
Coto,COTO CICSA,AR-B,-34.533165,-58.502453,12,38
Coto,COTO CICSA,AR-B,-34.523964,-58.520821,12,188
Coto,COTO CICSA,AR-B,-34.521576,-58.485008,12,92
Coto,COTO CICSA,AR-B,-34.519577,-58.753101,12,131
Coto,COTO CICSA,AR-B,-34.480824,-58.537601,12,68
Coto,COTO CICSA,AR-B,-34.480244,-58.505627,12,67
Coto,COTO CICSA,AR-B,-34.474499,-58.574852,12,192
Coto,COTO CICSA,AR-B,-34.465454,-58.510094,12,70
Coto,COTO CICSA,AR-B,-34.462002,-58.760201,12,162
Coto,COTO CICSA,AR-B,-34.453117,-58.730705,12,184
Coto,COTO CICSA,AR-B,-34.452438,-58.527515,12,69
Coto,COTO CICSA,AR-B,-34.419956,-58.794678,12,155
Coto,COTO CICSA,AR-B,-34.417938,-58.725594,12,197
Coto,COTO CICSA,AR-B,-34.403481,-58.630558,12,182
Coto,COTO CICSA,AR-B,-34.345600,-58.792854,12,154
Coto,COTO CICSA,AR-B,-34.165951,-58.961132,12,117
Coto,COTO CICSA,AR-C,-34.687599,-58.475361,12,37
Coto,COTO CICSA,AR-C,-34.684517,-58.464146,12,110
Coto,COTO CICSA,AR-C,-34.671089,-58.479149,12,121
Coto,COTO CICSA,AR-C,-34.656143,-58.524475,12,39
Coto,COTO CICSA,AR-C,-34.656105,-58.476795,12,85
Coto,COTO CICSA,AR-C,-34.654144,-58.419678,12,63
Coto,COTO CICSA,AR-C,-34.642670,-58.422710,12,6
Coto,COTO CICSA,AR-C,-34.638088,-58.452572,12,40
Coto,COTO CICSA,AR-C,-34.637920,-58.502750,12,83
Coto,COTO CICSA,AR-C,-34.635830,-58.441544,12,151
Coto,COTO CICSA,AR-C,-34.634480,-58.464069,12,48
Coto,COTO CICSA,AR-C,-34.632084,-58.376068,12,220
Coto,COTO CICSA,AR-C,-34.631699,-58.469212,12,180
Coto,COTO CICSA,AR-C,-34.629044,-58.481689,12,55
Coto,COTO CICSA,AR-C,-34.628906,-58.402557,12,7
Coto,COTO CICSA,AR-C,-34.628166,-58.453316,12,60
Coto,COTO CICSA,AR-C,-34.626434,-58.382214,12,19
Coto,COTO CICSA,AR-C,-34.625935,-58.435528,12,136
Coto,COTO CICSA,AR-C,-34.625519,-58.373631,12,25
Coto,COTO CICSA,AR-C,-34.623833,-58.512074,12,125
Coto,COTO CICSA,AR-C,-34.623035,-58.395908,12,124
Coto,COTO CICSA,AR-C,-34.622112,-58.416435,12,43
Coto,COTO CICSA,AR-C,-34.621159,-58.445992,12,116
Coto,COTO CICSA,AR-C,-34.620487,-58.499249,12,90
Coto,COTO CICSA,AR-C,-34.618980,-58.475437,12,167
Coto,COTO CICSA,AR-C,-34.618275,-58.519287,12,35
Coto,COTO CICSA,AR-C,-34.616245,-58.398239,12,78
Coto,COTO CICSA,AR-C,-34.614635,-58.420517,12,18
Coto,COTO CICSA,AR-C,-34.612114,-58.455044,12,103
Coto,COTO CICSA,AR-C,-34.611992,-58.398926,12,61
Coto,COTO CICSA,AR-C,-34.611851,-58.420902,12,84
Coto,COTO CICSA,AR-C,-34.610188,-58.406754,12,46
Coto,COTO CICSA,AR-C,-34.608715,-58.430950,12,41
Coto,COTO CICSA,AR-C,-34.607704,-58.387901,12,159
Coto,COTO CICSA,AR-C,-34.607376,-58.477493,12,153
Coto,COTO CICSA,AR-C,-34.606243,-58.510654,12,52
Coto,COTO CICSA,AR-C,-34.605625,-58.413563,12,74
Coto,COTO CICSA,AR-C,-34.604824,-58.457134,12,2
Coto,COTO CICSA,AR-C,-34.602753,-58.411415,12,91
Coto,COTO CICSA,AR-C,-34.601791,-58.442551,12,82
Coto,COTO CICSA,AR-C,-34.600681,-58.389168,12,58
Coto,COTO CICSA,AR-C,-34.597080,-58.406494,12,42
Coto,COTO CICSA,AR-C,-34.596004,-58.397396,12,163
Coto,COTO CICSA,AR-C,-34.595142,-58.443905,12,168
Coto,COTO CICSA,AR-C,-34.594128,-58.417549,12,56
Coto,COTO CICSA,AR-C,-34.592472,-58.411102,12,158
Coto,COTO CICSA,AR-C,-34.590721,-58.399403,12,80
Coto,COTO CICSA,AR-C,-34.590286,-58.424061,12,24
Coto,COTO CICSA,AR-C,-34.585045,-58.372700,12,160
Coto,COTO CICSA,AR-C,-34.584785,-58.416523,12,203
Coto,COTO CICSA,AR-C,-34.580231,-58.408607,12,26
Coto,COTO CICSA,AR-C,-34.578358,-58.460232,12,20
Coto,COTO CICSA,AR-C,-34.574078,-58.485954,12,59
Coto,COTO CICSA,AR-C,-34.572853,-58.487881,12,174
Coto,COTO CICSA,AR-C,-34.571896,-58.458683,12,22
Coto,COTO CICSA,AR-C,-34.571342,-58.442101,12,45
Coto,COTO CICSA,AR-C,-34.569836,-58.445904,12,176
Coto,COTO CICSA,AR-C,-34.566898,-58.436161,12,66
Coto,COTO CICSA,AR-C,-34.563583,-58.468410,12,44
Coto,COTO CICSA,AR-C,-34.562820,-58.458851,12,47
Coto,COTO CICSA,AR-C,-34.554905,-58.487030,12,181
Coto,COTO CICSA,AR-C,-34.549187,-58.454445,12,170
Coto,COTO CICSA,AR-C,-34.545895,-58.470562,12,108
Coto,COTO CICSA,AR-E,-31.741938,-60.538765,12,109
Coto,COTO CICSA,AR-M,-32.871590,-68.843575,12,209
Coto,COTO CICSA,AR-Q,-38.942150,-68.064468,12,185
Coto,COTO CICSA,AR-S,-32.951450,-60.646740,12,99
Coto,COTO CICSA,AR-S,-32.944641,-60.677803,12,95
Coto,COTO CICSA,AR-S,-32.941605,-60.644875,12,97
Coto,COTO CICSA,AR-S,-32.929806,-60.724976,12,96
Coto,COTO CICSA,AR-S,-32.926514,-60.672047,12,165
Coto,COTO CICSA,AR-S,-31.649050,-60.703941,12,179
Coto,COTO CICSA,AR-S,-31.637308,-60.701702,12,118
Día,Supermercados DIA,AR-A,-25.802090,-64.976303,15,825
Día,Supermercados DIA,AR-A,-25.498798,-64.970535,15,8014
Día,Supermercados DIA,AR-A,-24.985617,-65.577736,15,8009
Día,Supermercados DIA,AR-A,-24.905302,-65.487190,15,819
Día,Supermercados DIA,AR-A,-24.885700,-65.469513,15,8016
Día,Supermercados DIA,AR-A,-24.849115,-65.433952,15,813
Día,Supermercados DIA,AR-A,-24.812077,-65.383163,15,820
Día,Supermercados DIA,AR-A,-24.811541,-65.426430,15,1802
Día,Supermercados DIA,AR-A,-24.808249,-65.399048,15,806
Día,Supermercados DIA,AR-A,-24.803467,-65.437340,15,8008
Día,Supermercados DIA,AR-A,-24.798143,-65.376961,15,1804
Día,Supermercados DIA,AR-A,-24.797052,-65.398582,15,815
Día,Supermercados DIA,AR-A,-24.794708,-65.432274,15,803
Día,Supermercados DIA,AR-A,-24.788071,-65.421898,15,8013
Día,Supermercados DIA,AR-A,-24.787300,-65.410698,15,826
Día,Supermercados DIA,AR-A,-24.787127,-65.417763,15,821
Día,Supermercados DIA,AR-A,-24.786963,-65.432327,15,8006
Día,Supermercados DIA,AR-A,-24.781494,-65.414368,15,8005
Día,Supermercados DIA,AR-A,-24.778944,-65.404579,15,811
Día,Supermercados DIA,AR-A,-24.777985,-65.409904,15,1800
Día,Supermercados DIA,AR-A,-24.769449,-65.443306,15,810
Día,Supermercados DIA,AR-A,-24.745159,-65.484299,15,824
Día,Supermercados DIA,AR-A,-24.719692,-65.406136,15,1801
Día,Supermercados DIA,AR-A,-24.671541,-65.045998,15,8017
Día,Supermercados DIA,AR-B,-38.381500,-60.275829,15,1078
Día,Supermercados DIA,AR-B,-38.272282,-57.837578,15,1088
Día,Supermercados DIA,AR-B,-38.160694,-58.781990,15,1535
Día,Supermercados DIA,AR-B,-38.041985,-57.547619,15,172
Día,Supermercados DIA,AR-B,-38.030998,-60.098351,15,5608
Día,Supermercados DIA,AR-B,-38.027699,-57.559273,15,5445
Día,Supermercados DIA,AR-B,-38.008976,-57.548176,15,190
Día,Supermercados DIA,AR-B,-38.006626,-57.561287,15,5343
Día,Supermercados DIA,AR-B,-37.994396,-57.554459,15,5409
Día,Supermercados DIA,AR-B,-37.987617,-57.560024,15,184
Día,Supermercados DIA,AR-B,-37.986954,-57.583130,15,5431
Día,Supermercados DIA,AR-B,-37.976883,-57.561714,15,5398
Día,Supermercados DIA,AR-B,-37.974232,-57.594559,15,185
Día,Supermercados DIA,AR-B,-37.848427,-58.255188,15,5423
Día,Supermercados DIA,AR-B,-37.845058,-58.253254,15,5437
Día,Supermercados DIA,AR-B,-37.840752,-58.256252,15,278
Día,Supermercados DIA,AR-B,-37.671562,-59.807377,15,289
Día,Supermercados DIA,AR-B,-37.449135,-57.727470,15,452
Día,Supermercados DIA,AR-B,-37.317410,-59.134689,15,273
Día,Supermercados DIA,AR-B,-37.285660,-56.992981,15,5605
Día,Supermercados DIA,AR-B,-37.269859,-56.979256,15,5383
Día,Supermercados DIA,AR-B,-37.153980,-58.487377,15,257
Día,Supermercados DIA,AR-B,-37.003441,-57.136082,15,275
Día,Supermercados DIA,AR-B,-36.894089,-60.322968,15,298
Día,Supermercados DIA,AR-B,-36.863464,-57.880219,15,199
Día,Supermercados DIA,AR-B,-36.781067,-59.859592,15,265
Día,Supermercados DIA,AR-B,-36.777248,-59.088367,15,441
Día,Supermercados DIA,AR-B,-36.599709,-61.749462,15,297
Día,Supermercados DIA,AR-B,-36.356693,-56.721226,15,5418
Día,Supermercados DIA,AR-B,-36.317589,-57.688351,15,5604
Día,Supermercados DIA,AR-B,-36.313705,-57.680161,15,1025
Día,Supermercados DIA,AR-B,-36.240929,-61.128201,15,5619
Día,Supermercados DIA,AR-B,-36.231056,-61.113087,15,1536
Día,Supermercados DIA,AR-B,-36.018681,-59.094597,15,202
Día,Supermercados DIA,AR-B,-35.977261,-62.738239,15,5602
Día,Supermercados DIA,AR-B,-35.970753,-62.731873,15,1525
Día,Supermercados DIA,AR-B,-35.813160,-61.896980,15,310
Día,Supermercados DIA,AR-B,-35.767071,-58.493309,15,250
Día,Supermercados DIA,AR-B,-35.625004,-61.365063,15,230
Día,Supermercados DIA,AR-B,-35.576611,-58.004917,15,5446
Día,Supermercados DIA,AR-B,-35.561417,-58.017384,15,1018
Día,Supermercados DIA,AR-B,-35.515800,-58.316883,15,201
Día,Supermercados DIA,AR-B,-35.487759,-62.975086,15,367
Día,Supermercados DIA,AR-B,-35.441360,-58.805485,15,1507
Día,Supermercados DIA,AR-B,-35.433296,-60.166462,15,226
Día,Supermercados DIA,AR-B,-35.398365,-59.330898,15,251
Día,Supermercados DIA,AR-B,-35.188843,-59.096783,15,256
Día,Supermercados DIA,AR-B,-35.169003,-58.231876,15,176
Día,Supermercados DIA,AR-B,-35.124191,-60.477345,15,5122
Día,Supermercados DIA,AR-B,-35.117226,-60.485874,15,213
Día,Supermercados DIA,AR-B,-35.079105,-57.515625,15,933
Día,Supermercados DIA,AR-B,-35.053089,-58.760643,15,39
Día,Supermercados DIA,AR-B,-35.050930,-58.764889,15,342
Día,Supermercados DIA,AR-B,-35.033081,-63.012165,15,1075
Día,Supermercados DIA,AR-B,-35.031738,-58.417053,15,1539
Día,Supermercados DIA,AR-B,-35.030491,-60.280476,15,5414
Día,Supermercados DIA,AR-B,-35.022106,-58.420471,15,104
Día,Supermercados DIA,AR-B,-35.020180,-58.427120,15,5609
Día,Supermercados DIA,AR-B,-35.005150,-59.278072,15,253
Día,Supermercados DIA,AR-B,-35.001720,-61.034019,15,231
Día,Supermercados DIA,AR-B,-34.985691,-58.367371,15,5616
Día,Supermercados DIA,AR-B,-34.984291,-58.376122,15,96
Día,Supermercados DIA,AR-B,-34.954231,-57.965885,15,5520
Día,Supermercados DIA,AR-B,-34.951729,-57.969231,15,5402
Día,Supermercados DIA,AR-B,-34.939137,-57.986610,15,5435
Día,Supermercados DIA,AR-B,-34.938206,-58.618435,15,5136
Día,Supermercados DIA,AR-B,-34.928261,-57.942886,15,5366
Día,Supermercados DIA,AR-B,-34.925724,-57.907764,15,1020
Día,Supermercados DIA,AR-B,-34.922161,-57.962627,15,5475
Día,Supermercados DIA,AR-B,-34.919659,-57.942871,15,5536
Día,Supermercados DIA,AR-B,-34.910511,-58.593048,15,83
Día,Supermercados DIA,AR-B,-34.909920,-57.980160,15,5396
Día,Supermercados DIA,AR-B,-34.909912,-57.954620,15,5441
Día,Supermercados DIA,AR-B,-34.907795,-57.961636,15,5511
Día,Supermercados DIA,AR-B,-34.904968,-57.962845,15,5410
Día,Supermercados DIA,AR-B,-34.894047,-60.022812,15,248
Día,Supermercados DIA,AR-B,-34.892971,-57.945930,15,1034
Día,Supermercados DIA,AR-B,-34.891003,-58.566486,15,40
Día,Supermercados DIA,AR-B,-34.890339,-60.013317,15,5234
Día,Supermercados DIA,AR-B,-34.887215,-58.384251,15,220
Día,Supermercados DIA,AR-B,-34.881901,-58.007404,15,5531
Día,Supermercados DIA,AR-B,-34.876354,-57.893196,15,5472
Día,Supermercados DIA,AR-B,-34.874207,-57.867832,15,43
Día,Supermercados DIA,AR-B,-34.870750,-61.533791,15,5598
Día,Supermercados DIA,AR-B,-34.870209,-57.880875,15,41
Día,Supermercados DIA,AR-B,-34.869495,-61.529976,15,5443
Día,Supermercados DIA,AR-B,-34.865421,-57.905602,15,5425
Día,Supermercados DIA,AR-B,-34.861401,-61.538929,15,5607
Día,Supermercados DIA,AR-B,-34.860558,-57.903259,15,55
Día,Supermercados DIA,AR-B,-34.860050,-58.384937,15,154
Día,Supermercados DIA,AR-B,-34.858231,-58.389309,15,279
Día,Supermercados DIA,AR-B,-34.857155,-57.916813,15,163
Día,Supermercados DIA,AR-B,-34.856499,-58.522804,15,5484
Día,Supermercados DIA,AR-B,-34.855656,-58.522339,15,5478
Día,Supermercados DIA,AR-B,-34.851959,-58.522270,15,80
Día,Supermercados DIA,AR-B,-34.833874,-58.494984,15,78
Día,Supermercados DIA,AR-B,-34.830925,-58.457272,15,1012
Día,Supermercados DIA,AR-B,-34.829304,-58.228638,15,93
Día,Supermercados DIA,AR-B,-34.828384,-58.646107,15,5293
Día,Supermercados DIA,AR-B,-34.827637,-58.384491,15,141
Día,Supermercados DIA,AR-B,-34.826229,-58.393707,15,118
Día,Supermercados DIA,AR-B,-34.819809,-58.467400,15,62
Día,Supermercados DIA,AR-B,-34.819424,-58.277988,15,1017
Día,Supermercados DIA,AR-B,-34.818378,-58.425713,15,180
Día,Supermercados DIA,AR-B,-34.815174,-58.466232,15,5324
Día,Supermercados DIA,AR-B,-34.811928,-58.634727,15,76
Día,Supermercados DIA,AR-B,-34.809738,-58.187260,15,73
Día,Supermercados DIA,AR-B,-34.808868,-58.388805,15,1002
Día,Supermercados DIA,AR-B,-34.806812,-58.301815,15,74
Día,Supermercados DIA,AR-B,-34.804783,-58.477245,15,1024
Día,Supermercados DIA,AR-B,-34.803234,-58.449413,15,107
Día,Supermercados DIA,AR-B,-34.802189,-58.407242,15,5593
Día,Supermercados DIA,AR-B,-34.801601,-58.771198,15,5556
Día,Supermercados DIA,AR-B,-34.799770,-58.395908,15,182
Día,Supermercados DIA,AR-B,-34.798210,-58.425293,15,131
Día,Supermercados DIA,AR-B,-34.796021,-58.385963,15,276
Día,Supermercados DIA,AR-B,-34.794289,-58.351452,15,5613
Día,Supermercados DIA,AR-B,-34.792416,-58.310215,15,174
Día,Supermercados DIA,AR-B,-34.792007,-58.357506,15,1021
Día,Supermercados DIA,AR-B,-34.791130,-58.380203,15,5447
Día,Supermercados DIA,AR-B,-34.782360,-58.314262,15,5434
Día,Supermercados DIA,AR-B,-34.780426,-58.841625,15,5285
Día,Supermercados DIA,AR-B,-34.780334,-58.479153,15,126
Día,Supermercados DIA,AR-B,-34.779850,-58.315041,15,5541
Día,Supermercados DIA,AR-B,-34.779316,-58.310295,15,59
Día,Supermercados DIA,AR-B,-34.779217,-58.265289,15,5346
Día,Supermercados DIA,AR-B,-34.778141,-58.332680,15,5606
Día,Supermercados DIA,AR-B,-34.778130,-58.319267,15,5552
Día,Supermercados DIA,AR-B,-34.776875,-58.306396,15,5208
Día,Supermercados DIA,AR-B,-34.776768,-58.308834,15,5533
Día,Supermercados DIA,AR-B,-34.774223,-58.647949,15,5328
Día,Supermercados DIA,AR-B,-34.773594,-58.384968,15,1031
Día,Supermercados DIA,AR-B,-34.769657,-58.297005,15,5297
Día,Supermercados DIA,AR-B,-34.769363,-58.645153,15,54
Día,Supermercados DIA,AR-B,-34.769333,-58.355614,15,67
Día,Supermercados DIA,AR-B,-34.767258,-58.219517,15,1023
Día,Supermercados DIA,AR-B,-34.765736,-58.274567,15,5570
Día,Supermercados DIA,AR-B,-34.765285,-58.197918,15,123
Día,Supermercados DIA,AR-B,-34.764896,-61.892818,15,353
Día,Supermercados DIA,AR-B,-34.761646,-58.361946,15,1039
Día,Supermercados DIA,AR-B,-34.756695,-58.603554,15,5147
Día,Supermercados DIA,AR-B,-34.754677,-58.613911,15,70
Día,Supermercados DIA,AR-B,-34.754223,-58.238045,15,5222
Día,Supermercados DIA,AR-B,-34.752064,-58.234306,15,79
Día,Supermercados DIA,AR-B,-34.751629,-58.419418,15,1010
Día,Supermercados DIA,AR-B,-34.750553,-58.584587,15,5138
Día,Supermercados DIA,AR-B,-34.748211,-58.588463,15,63
Día,Supermercados DIA,AR-B,-34.744450,-58.592426,15,5316
Día,Supermercados DIA,AR-B,-34.743168,-58.393929,15,51
Día,Supermercados DIA,AR-B,-34.741611,-58.621094,15,5166
Día,Supermercados DIA,AR-B,-34.734921,-58.585323,15,88
Día,Supermercados DIA,AR-B,-34.733482,-58.399708,15,5479
Día,Supermercados DIA,AR-B,-34.732918,-58.428932,15,1041
Día,Supermercados DIA,AR-B,-34.731300,-58.266769,15,5583
Día,Supermercados DIA,AR-B,-34.725681,-58.398136,15,82
Día,Supermercados DIA,AR-B,-34.725159,-58.258797,15,5323
Día,Supermercados DIA,AR-B,-34.722569,-58.260689,15,5547
Día,Supermercados DIA,AR-B,-34.721287,-58.362923,15,155
Día,Supermercados DIA,AR-B,-34.721199,-58.790951,15,569
Día,Supermercados DIA,AR-B,-34.720886,-58.570332,15,120
Día,Supermercados DIA,AR-B,-34.720409,-58.462868,15,210
Día,Supermercados DIA,AR-B,-34.718681,-58.270111,15,5573
Día,Supermercados DIA,AR-B,-34.717682,-58.293961,15,5163
Día,Supermercados DIA,AR-B,-34.717144,-58.305054,15,5486
Día,Supermercados DIA,AR-B,-34.716030,-58.273373,15,143
Día,Supermercados DIA,AR-B,-34.715504,-58.538597,15,5342
Día,Supermercados DIA,AR-B,-34.714664,-58.372204,15,127
Día,Supermercados DIA,AR-B,-34.712894,-58.427200,15,5439
Día,Supermercados DIA,AR-B,-34.711628,-58.282066,15,25
Día,Supermercados DIA,AR-B,-34.710693,-58.264992,15,5363
Día,Supermercados DIA,AR-B,-34.708836,-58.389683,15,5313
Día,Supermercados DIA,AR-B,-34.707905,-58.458691,15,203
Día,Supermercados DIA,AR-B,-34.707367,-58.418186,15,26
Día,Supermercados DIA,AR-B,-34.707340,-58.400063,15,150
Día,Supermercados DIA,AR-B,-34.707317,-58.516537,15,71
